License Type Name,County Name,Premises Name,DBA,Address,City,State,Zip,Neighborhood
"GROCERY BEER, WINE PROD",NEW YORK,STEFAN DELI & FOOD MARKET INC,,2097 AMSTERDAM AVENUE,NEW YORK,NY,10032,
"GROCERY BEER, WINE PROD",NEW YORK,172 FOOD CORP,BROADWAY FARM,4081 BROADWAY,NEW YORK,NY,10032,
"GROCERY BEER, WINE PROD",NEW YORK,GREAT WAY FOODS INC,,4365 BROADWAY,NEW YORK,NY,10033,
"GROCERY BEER, WINE PROD",NEW YORK,POLA SUPERMARKET CORP,BRAVO,1331 ST NICHOLAS AVE,NEW YORK,NY,10033,
"GROCERY BEER, WINE PROD",NEW YORK,REY'S GROCERY DELI CORP,,288 AUDUBON AVENUE,NEW YORK,NY,10033,
"GROCERY BEER, WINE PROD",NEW YORK,SMILE DELI GROCERY LTD,SMILE DELI,758 W 181ST STREET,NEW YORK,NY,10033,
"GROCERY BEER, WINE PROD",NEW YORK,196 STO DOMINGO GROCERY INC,,196 AUDUBON AVE,NEW YORK,NY,10033,
"GROCERY BEER, WINE PROD",NEW YORK,2330 MEAT & PRODUCE CORP,,2330 1ST AVENUE,NEW YORK,NY,10033,
"GROCERY BEER, WINE PROD",NEW YORK,DIANA FERMIN,FERMIN GROCERY,204 SHERMAN AVENUE,NEW YORK,NY,10034,
"GROCERY BEER, WINE PROD",NEW YORK,RAFAEL A CRUZ,INWOOD FOOD CENTER,635 W 207TH ST,NEW YORK,NY,10034,
"GROCERY BEER, WINE PROD",NEW YORK,191 FOOD CORP,,1617 ST NICHOLAS AVE,NEW YORK,NY,10040,
"GROCERY BEER, WINE PROD",NEW YORK,270 MARKET INC,ANDYS DELI,270 W 47TH STREET,NEW YORK,NY,10036,
"GROCERY BEER, WINE PROD",NEW YORK,GABRELL FOOD MARKET INC,,681 9TH AVENUE,NEW YORK,NY,10036,
"GROCERY BEER, WINE PROD",NEW YORK,LUCIANO BERROCAL,,180 LENOX AVE,NEW YORK,NY,10036,
"GROCERY BEER, WINE PROD",NEW YORK,SEVENTH AVENUE FINE FOODS CORP,,719 7TH AVENUE,NEW YORK,NY,10036,
"GROCERY BEER, WINE PROD",NEW YORK,SHISHA DELI INC,,637 9TH AVENUE,NEW YORK,NY,10036,
"GROCERY BEER, WINE PROD",NEW YORK,SONEL RAMIREZ,SONNY'S GROCERY & DELI,767 10TH AVE,NEW YORK,NY,10019,
"GROCERY BEER, WINE PROD",NEW YORK,HARLEM UP DELI MARKET INC,HARLEM UP DELI MARKET,585 LENOX AVENUE,NEW YORK,NY,10037,
"GROCERY BEER, WINE PROD",NEW YORK,LENOX & 132ND FOOD CORP,ASSOCIATED,448 LENOX AVENUE,NEW YORK,NY,10037,
"GROCERY BEER, WINE PROD",NEW YORK,DOWNTOWN FOOD CORP,C-TOWN SUPERMARKET,5 ST JAMES PLACE,NEW YORK,NY,10038,
"GROCERY BEER, WINE PROD",NEW YORK,2676 7TH AVENUE GROCERY INC,,2626 7TH AVE,NEW YORK,NY,10039,
"GROCERY BEER, WINE PROD",NEW YORK,101 MORONTA FOOD CORP,,101 DYCKMAN STREET,NEW YORK,NY,10040,
"GROCERY BEER, WINE PROD",NEW YORK,M & D FOOD CORP,,579 MAIN STREET,NEW YORK,NY,10044,
"GROCERY CHAIN, WINE PROD",NEW YORK,NAMDOR INC,GRISTEDE'S # 517,686 N MAIN STREET,NEW YORK,NY,10044,
"GROCERY BEER, WINE PROD",NEW YORK,ALI ALSAIDI,EAST SIDE GROCERY,1726 1ST AVENUE,NEW YORK,NY,10128,
"GROCERY BEER, WINE PROD",NEW YORK,K B C FOOD CORP,,1721 1ST AVENUE,NEW YORK,NY,10128,
"GROCERY BEER, WINE PROD",NEW YORK,K S P SUPERMARKET INC,,1486 LEXINGTON AVENUE,NEW YORK,NY,10128,
"GROCERY BEER, WINE PROD",NEW YORK,SINGS DELI INC,,100 E 96TH STREET,NEW YORK,NY,10128,
"GROCERY BEER, WINE PROD",NEW YORK,145 FOOD CORP,PIONEER SUPERMARKET,1407 LEXINGTON AVE,NEW YORK,NY,10128,
"GROCERY BEER, WINE PROD",NEW YORK,94 D & H PRODUCE INC,MOTHER & SON SUPERETTE,1821 2ND AVENUE,NEW YORK,NY,10128,
"GROCERY CHAIN, WINE PROD",NEW YORK,NAMDOR INC,GRISTEDE'S # 70,71 SOUTH END AVE,NEW YORK,NY,10280,
"GROCERY CHAIN, WINE PROD",NEW YORK,NAMDOR INC,GRISTEDE'S # 40,315 321 S END AVENUE,NEW YORK,NY,10280,
"GROCERY BEER, WINE PROD",NEW YORK,TERRY RAM LTD,TERRYS,41 RIVER TERRACE,NEW YORK,NY,10281,
WHOLESALE CIDER,NEW YORK,FLAIR BEVERAGE CORP,,3857 9TH AVENUE,NEW YORK,NY,10034,
WHOLESALE BEER(C),NEW YORK,NEW BEER DISTRIBUTORS INC,,167 CHRYSTIE STREET,NEW YORK,NY,10002,
WHOLESALE BEER(C),NEW YORK,POCH RISMAN BEER DIST INC,,298 E 2ND STREET,NEW YORK,NY,10009,
WHOLESALE BEER(C),NEW YORK,FLAIR BEVERAGES CORP,,3857 9TH AVENUE,NEW YORK,NY,10034,
WHOLESALE BEER(C),NEW YORK,NEW YORK BEVERAGE,WHOLESALERS CORP,515 BRUCKNER BLVD,BRONX,NY,10455,
CLUB LIQUOR,NEW YORK,NEW YORK UNIVERSITY,THE TORCH CLUB,18 WAVERLY PLACE,NEW YORK,NY,10003,
CLUB LIQUOR,NEW YORK,SALMAGUNDI CLUB INC,,47 5TH AVENUE,NEW YORK,NY,10003,
CLUB LIQUOR,NEW YORK,"NATIONAL ARTS CLUB, THE",,15 GRAMERCY PARK S,NEW YORK,NY,10003,
CLUB LIQUOR,NEW YORK,UKRAINIAN AMERICAN SOCCER,ASSOCIATION INC,122 2ND AVENUE GR FL,NEW YORK,NY,10003,
CLUB LIQUOR,NEW YORK,DOWN TOWN ASSOCIATION,,60 62 64 PINE STREET,NEW YORK,NY,10005,
CLUB LIQUOR,NEW YORK,SERGEANTS MESS OF THE 69TH INFANTRY INC.,,68 LEXINGTON AVENUE,NEW YORK,NY,10010,
CLUB LIQUOR,NEW YORK,TIRO A SEGNO OF N Y INC,,73 75 77 MAC DOUGAL ST,NEW YORK,NY,10012,
CLUB LIQUOR,NEW YORK,ESTONIAN EDUCATIONAL,SOCIETY INC,243 E 34TH ST,NEW YORK,NY,10016,
CLUB LIQUOR,NEW YORK,"UNION LEAGUE CLUB,THE",,38 E 37TH STREET,NEW YORK,NY,10016,
CLUB LIQUOR,NEW YORK,CORNELL CENTER OF NEW YORK INC,,6 E 44TH STREET,NEW YORK,NY,10017,
CLUB LIQUOR,NEW YORK,"YALE CLUB OF NEW YORK CITY,THE",,50 VANDERBILT AVE,NEW YORK,NY,10017,
CLUB LIQUOR,NEW YORK,CENTRAL FILING CLUB LTD,C/O BBDO NEW YORK,1285 AVENUE OF THE AMERICAS,NEW YORK,NY,10019,
CLUB LIQUOR,NEW YORK,CLUB METROPOLITAN INC,,146 W 57TH STREET,NEW YORK,NY,10019,
CLUB LIQUOR,NEW YORK,"NEW YORK ATHLETIC CLUB,THE",NEW YORK ATHLETIC CLUB,180 CENTRAL PARK SOUTH,NEW YORK,NY,10019,
CLUB LIQUOR,NEW YORK,"NIPPON CLUB INC,THE",,145 W 57TH STREET,NEW YORK,NY,10019,
CLUB LIQUOR,NEW YORK,"UNIVERSITY CLUB,THE",,1  W 54TH STREET,NEW YORK,NY,10019,
CLUB LIQUOR,NEW YORK,WOMENS NATIONAL REPUBLICAN CLUB INC,,3 W 51ST STREET,NEW YORK,NY,10019,
CLUB LIQUOR,NEW YORK,COLONY CLUB,,564 PARK AVE,NEW YORK,NY,10021,
CLUB LIQUOR,NEW YORK,COLUMBUS CITIZENS HOUSE INC,COLUMBUS CITIZENS FND,8 E 69TH STREET,NEW YORK,NY,10021,
CLUB LIQUOR,NEW YORK,GRIFFIS FACULTY CLUB INC,,521 E 68TH STREET,NEW YORK,NY,10021,
CLUB LIQUOR,NEW YORK,KNICKERBOCKER CLUB INC,,807 5TH AVENUE,NEW YORK,NY,10021,
CLUB LIQUOR,NEW YORK,LINKS CLUB INC,THE LINKS,36 E 62ND ST,NEW YORK,NY,10021,
CLUB LIQUOR,NEW YORK,LOTOS CLUB INC,,5 E 66TH STREET,NEW YORK,NY,10021,
CLUB LIQUOR,NEW YORK,MEMORIAL SLOAN KETTERING,CANCER CENTER,1233 YORK AVE,NEW YORK,NY,10021,
CLUB LIQUOR,NEW YORK,REGENCY WHIST CLUB INC,,15 E 67TH STREET,NEW YORK,NY,10065,
CLUB LIQUOR,NEW YORK,SOCIETY OF ILLUSTRATORS INC,,128 E 63RD STREET,NEW YORK,NY,10065,
CLUB LIQUOR,NEW YORK,"COSMOPOLITAN CLUB,THE",,122 E 66TH ST & 129 E 65TH ST,NEW YORK,NY,10065,
CLUB LIQUOR,NEW YORK,"JUNIOR LEAGUE OF THE,THE",CITY OF NEW YORK INC,128 130 E 80TH STREET,NEW YORK,NY,10075,
CLUB LIQUOR,NEW YORK,"LEASH,THE",MEMBERSHIP CLUB,41 E 63RD STREET,NEW YORK,NY,10021,
CLUB LIQUOR,NEW YORK,"NEW YORK ACADEMY/SCIENCES,THE",THE NY ACADEMY OF SCIENCES,250 GREENWICH ST 40TH FL,NEW YORK,NY,10007,
CLUB LIQUOR,NEW YORK,"ROCKEFELLER UNIVERSITY,THE",FACULTY & STUDENTS CLUB INC,1230 52 YORK AVE,NEW YORK,NY,10021,
CLUB LIQUOR,NEW YORK,UNION CLUB OF THE CITY OF,NEW YORK INC,701 707 PARK AVE,NEW YORK,NY,10021,
CLUB LIQUOR,NEW YORK,BA CREW CLUB INC,,127 E 55TH STREET 3RD FLOOR,NEW YORK,NY,10022,
CLUB LIQUOR,NEW YORK,DOUBLES INTERNATIONAL CLUB ENTERPRISES INC,,783 5TH AVE,NEW YORK,NY,10022,
CLUB LIQUOR,NEW YORK,FRIARS NATIONAL ASSOCIATION INC,,57 E 55TH STREET,NEW YORK,NY,10022,
CLUB LIQUOR,NEW YORK,HARMONIE CLUB OF THE CITY OF NEW YORK,HARMONIE CLUB,4 E 60TH STREET,NEW YORK,NY,10022,
CLUB LIQUOR,NEW YORK,RACQUET & TENNIS CLUB,,370 PARK AVE,NEW YORK,NY,10022,
CLUB LIQUOR,NEW YORK,"BROOK INC,THE",,111 E 54TH STREET,NEW YORK,NY,10022,
CLUB LIQUOR,NEW YORK,TOWN TENNIS MEMBER CLUB INC,,430 E 56TH ST,NEW YORK,NY,10022,
CLUB LIQUOR,NEW YORK,"METROPOLITAN CLUB INC,THE",,1 E 60TH STREET,NEW YORK,NY,10022,
CLUB LIQUOR,NEW YORK,"RIVER CLUB OF NEW YORK INC,THE",,447 E 52ND STREET,NEW YORK,NY,10022,
CLUB LIQUOR,NEW YORK,METROPOLITAN OPERA CLUB,METROPOLITAN OPERA HOUSE,LINCOLN CENTER PLAZA,NEW YORK,NY,10023,
CLUB LIQUOR,NEW YORK,"TRUSTEES OF COLUMBIA UNIVERSITY, THE",IN THE CITY OF NY- FACULTY HOUSE,400 W 117TH ST,NEW YORK,NY,10027,
ON-PREMISES LIQUOR,NEW YORK,RHM RESTAURANT CORP,ROLFS,281 3RD AVE,NEW YORK,NY,10010,
CLUB LIQUOR,NEW YORK,P H T A INC,CLUB 454,454 W 155TH STREET,NEW YORK,NY,10032,
CLUB LIQUOR,NEW YORK,COFFEE HOUSE INC,,"20 WEST 44TH STREET, SIXTH FL",NEW YORK,NY,10036,
CLUB LIQUOR,NEW YORK,HARVARD CLUB OF NEW YORK CITY,,27 W 44TH STREET,NEW YORK,NY,10036,
CLUB LIQUOR,NEW YORK,PENN CLUB OF NEW YORK INC,THE PENN CLUB,30 W 44TH ST,NEW YORK,NY,10036,
CLUB LIQUOR,NEW YORK,"ASSOCIATION OF THE BAR,THE",OF THE CITY OF NEW YORK,42 W 44TH STREET,NEW YORK,NY,10036,
CLUB LIQUOR,NEW YORK,"CENTURY ASSOCIATION,THE",,7 W 43RD STREET,NEW YORK,NY,10036,
CLUB LIQUOR,NEW YORK,"NEW YORK YACHT CLUB,THE",,37 41 W 44TH STREET,NEW YORK,NY,10036,
CLUB LIQUOR,NEW YORK,"PRINCETON CLUB OF NEW YORK,THE",,15 W 43RD STREET,NEW YORK,NY,10036,
CLUB LIQUOR,NEW YORK,KOLPING SOCIETY OF NEW YORK,,165 E 88TH STREET,NEW YORK,NY,10128,
CLUB LIQUOR,NEW YORK,"LIEDERKRANZ OF THE CITY OF,THE",NEW YORK INC,6 E 87TH STREET,NEW YORK,NY,10128,
WHOLESALE BEER(CO),NEW YORK,GOLDEN EAGLE TRADING CORP,,17 PIKE ST  WEST STORE,NEW YORK,NY,10002,
WHOLESALE BEER(CO),NEW YORK,CHATHAM IMPORTS INC,,245 5TH AVE,NEW YORK,NY,10016,
WHOLESALE BEER(CO),NEW YORK,FANTIS IMPORTS INC,,36 LAIGHT ST,NEW YORK,NY,10013,
CATERING ESTABLISHMENT,NEW YORK,ART DIRECTORS CLUB INC,THE ART DIRECTORS CLUB,104 W 29TH STREET,NEW YORK,NY,10001,
CATERING ESTABLISHMENT,NEW YORK,NEW YORK UNIVERSITY LAW SCHOOL,,110 W 3RD STREET,NEW YORK,NY,10003,
CATERING ESTABLISHMENT,NEW YORK,METROPOLITAN ART & ANTIQUES,PAVILLION LTD,110 W 19TH STREET,NEW YORK,NY,10011,
CATERING ESTABLISHMENT,NEW YORK,PIER SIXTY LLC,,61 CHELSEA PIERS,NEW YORK,NY,10011,
CATERING ESTABLISHMENT,NEW YORK,PIER SIXTY LLC,,60 CHELSEA PIERS,NEW YORK,NY,10011,
CATERING ESTABLISHMENT,NEW YORK,RUBY SLIPPERS HOSPITALITY CORP,THE ALTMAN BUILDING,135 W 18TH ST,NEW YORK,NY,10011,
CATERING ESTABLISHMENT,NEW YORK,ARAMARK EDUCATIONAL SERVICES LLC,KIMMEL CENTER NYU UNIV,60 WASHINGTON SQ S  10 FL,NEW YORK,NY,10012,
CATERING ESTABLISHMENT,NEW YORK,NEW YORK UNIVERSITY,,40 WASHINGTON SQUARE SOUTH,NEW YORK,NY,10012,
CATERING ESTABLISHMENT,NEW YORK,APOGEE EVENTS INC,TRIBECA ROOFTOP,2 DEBROSSES STREET 12TH FL,NEW YORK,NY,10013,
CATERING ESTABLISHMENT,NEW YORK,ARAMARK CORPORATION,CITIGROUP EXECUTIVE CONFERENCE,153 E 53RD STREET 14TH FLOOR,NEW YORK,NY,10022,
CATERING ESTABLISHMENT,NEW YORK,CREATIVE EDGE PARTIES CATERERS INC,CREATIVE EDGE PARTIES CATERERS,666 GREENWICH ST,NEW YORK,NY,10014,
CATERING ESTABLISHMENT,NEW YORK,RESTAURANT ASSOCIATES INC,,365 5TH AVE,NEW YORK,NY,10016,
CATERING ESTABLISHMENT,NEW YORK,NEW YORK PUBLIC LIBRARY,,5TH AVE & 42ND STREET,NEW YORK,NY,10018,
CATERING ESTABLISHMENT,NEW YORK,GLORIOUS FOOD INC,,522 E 74TH STREET,NEW YORK,NY,10021,
CATERING ESTABLISHMENT,NEW YORK,HSS PROPERTIES CORPORATION,THE BELAIRE CAFE,525 E 71 ST STREET,NEW YORK,NY,10021,
CATERING ESTABLISHMENT,NEW YORK,MEMORIAL HOSPITAL FOR CANCER,& ALLIED DISEASES,1275 YORK AVENUE,NEW YORK,NY,10021,
CATERING ESTABLISHMENT,NEW YORK,NEWMAN & LEVENTHAL,CATERERS INC,45 W 81ST STREET,NEW YORK,NY,10024,
CATERING ESTABLISHMENT,NEW YORK,BIANCAS ON THE PARK INC,,2116 7TH AVE,NEW YORK,NY,10027,
"DRUG BEER, WINE PROD",NEW YORK,DUANE READE INC,STORE 14181,4 AMSTERDAM AVE,NEW YORK,NY,10023,
"DRUG CHAIN, WINE PROD",NEW YORK,RITE AID OF NEW YORK INC,RITE AID PHARMACY #4195,282 8TH AVENUE,NEW YORK,NY,10001,
"DRUG BEER, WINE PROD",NEW YORK,RITE AID DRUG PALACE INC,RITE AID PHARMACY #1711,408 GRAND STREET,NEW YORK,NY,10002,
"DRUG CHAIN, WINE PROD",NEW YORK,KMART CORPORATION,BIG KMART #7777,770 BROADWAY,NEW YORK,NY,10003,
"DRUG CHAIN, WINE PROD",NEW YORK,RITE AID OF NEW YORK INC,RITE AID PHARMACY #4205,81 1ST AVENUE,NEW YORK,NY,10003,
"DRUG CHAIN, WINE PROD",NEW YORK,RITE AID OF NEW YORK INC,RITE AID PHARMACY #4261,501 6TH AVENUE,NEW YORK,NY,10011,
"DRUG CHAIN, WINE PROD",NEW YORK,RITE AID OF NEW YORK INC,RITE AID PHARMACY #4196,188 9TH AVENUE & 22ND ST,NEW YORK,NY,10011,
"DRUG CHAIN, WINE PROD",NEW YORK,RITE AID OF NEW YORK INC,RITE AID PHARMACY #4971,542 576 2ND AVE,NEW YORK,NY,10016,
"DRUG CHAIN, WINE PROD",NEW YORK,RITE AID OF NEW YORK INC,RITE AID PHARMACY #3110,301 W 50TH ST,NEW YORK,NY,10019,
"DRUG CHAIN, WINE PROD",NEW YORK,RITE AID OF NEW YORK INC,RITE AID PHARMACY #4215,1535 2ND AVENUE,NEW YORK,NY,10021,
"DRUG CHAIN, WINE PROD",NEW YORK,RITE AID OF NEW YORK INC,RITE AID PHARMACY #4189,741 COLUMBUS AVENUE,NEW YORK,NY,10025,
"DRUG CHAIN, WINE PROD",NEW YORK,RITE AID OF NEW YORK INC,RITE AID PHARMACY #4186,2833 BROADWAY,NEW YORK,NY,10025,
"DRUG CHAIN, WINE PROD",NEW YORK,RITE AID OF NEW YORK INC,RITE AID PHARMACY #4945,35 45 W 125TH ST,NEW YORK,NY,10027,
"DRUG CHAIN, WINE PROD",NEW YORK,RITE AID OF NEW YORK INC,RITE AID PHARMACY #4185,3539 BROADWAY,NEW YORK,NY,10031,
"DRUG CHAIN, WINE PROD",NEW YORK,RITE AID OF NEW YORK INC,RITE AID PHARMACY #2727,1510 ST NICHOLAS AVENUE,NEW YORK,NY,10033,
"DRUG CHAIN, WINE PROD",NEW YORK,RITE AID OF NEW YORK INC,RITE AID PHARMACY #4887,4910 BROADWAY,NEW YORK,NY,10034,
"DRUG CHAIN, WINE PROD",NEW YORK,RITE AID OF NEW YORK INC,RITE AID PHARMACY #4798,2155 3RD AVENUE,NEW YORK,NY,10035,
"DRUG CHAIN, WINE PROD",NEW YORK,RITE AID OF NEW YORK INC,RITE AID PHARMACY #4202,7 MADISON ST,NEW YORK,NY,10038,
"DRUG CHAIN, WINE PROD",NEW YORK,RITE AID OF NEW YORK INC,RITE AID PHARMACY #4688,1849 2ND AVENUE,NEW YORK,NY,10128,
EATING PLACE BEER,NEW YORK,CARRD ENTERPRISES INC,DON PEPI PIZZA,PENN STA GRAND CONCOURSE,NEW YORK,NY,10001,
EATING PLACE BEER,NEW YORK,DON PEPI DELI INC,DON PEPI'S DELICATESSEN,PENN STA MAIN CONCOURSE,NEW YORK,NY,10001,
EATING PLACE BEER,NEW YORK,GOURMET MANAGEMENT CORP,PIZZA HUT SNACK CART I & SNACK CART II,1 PENN PLAZA,NEW YORK,NY,10001,
EATING PLACE BEER,NEW YORK,KATZ DELICATESSEN OF HOUSTON STREET INC,,205 E HOUSTON ST,NEW YORK,NY,10002,
EATING PLACE BEER,NEW YORK,COZY SOUP & BURGER INC,,739 BROADWAY,NEW YORK,NY,10003,
EATING PLACE BEER,NEW YORK,HARRY & STEVE INC,,275 1ST AVENUE,NEW YORK,NY,10003,
EATING PLACE BEER,NEW YORK,MC SORLEYS OLD ALE HOUSE INC,MC SORLEYS OLD ALE HOUSE,15 E 7TH STREET,NEW YORK,NY,10003,
EATING PLACE BEER,NEW YORK,TAJIN RESTAURANT CORP,,85 GREENWICH STREET,NEW YORK,NY,10006,
EATING PLACE BEER,NEW YORK,PEDRO J RODRIGUEZ,EL RINCONCITO RESTAURANT,408 E 10TH STREET,NEW YORK,NY,10009,
EATING PLACE BEER,NEW YORK,THAI SON RESTAURANT INC,,89 BAXTER STREET,NEW YORK,NY,10013,
EATING PLACE BEER,NEW YORK,AVERY 147 CORP,SWEET LIFE CAFE,147 CHRISTOPHER STREET,NEW YORK,NY,10014,
EATING PLACE BEER,NEW YORK,265 MADISON EDWARD CORP,VERONA DELI,265 MADISON AVENUE,NEW YORK,NY,10016,
EATING PLACE BEER,NEW YORK,A SLICE ABOVE LTD,BRAVO PIZZA,1369 BROADWAY,NEW YORK,NY,10018,
EATING PLACE BEER,NEW YORK,CHRISTINE INC,OLIVE TREE,1420 BROADWAY,NEW YORK,NY,10018,
EATING PLACE BEER,NEW YORK,SHARAN DELI OF NY INC,,314 W 39TH ST,NEW YORK,NY,10018,
EATING PLACE BEER,NEW YORK,42ND GREEN TREE FOOD INC,,625 8TH AVENUE NORTH,NEW YORK,NY,10018,
EATING PLACE BEER,NEW YORK,RAY MANGANO 7TH AVE PIZZA CORP,FAMOUS ORIGINAL RAYS PIZZA,829 7TH AVENUE,NEW YORK,NY,10019,
EATING PLACE BEER,NEW YORK,TIHI RESTAURANT CORP,NEILS COFFEE SHOP,961 LEXINGTON AVENUE,NEW YORK,NY,10021,
EATING PLACE BEER,NEW YORK,NAIMA CORP,COZY CORNER,1161 2ND AVENUE,NEW YORK,NY,10021,
EATING PLACE BEER,NEW YORK,J D & G FOODS INC,PRIMAVERA PIZZA & PASTA,1005 2ND AVENUE,NEW YORK,NY,10022,
EATING PLACE BEER,NEW YORK,591 LEX ASSOCIATES INC,,140 E 52ND STREET,NEW YORK,NY,10022,
EATING PLACE BEER,NEW YORK,PGGS GOURMET INC,COLUMBUS GOURMET FOOD,261 COLUMBUS AVENUE,NEW YORK,NY,10023,
EATING PLACE BEER,NEW YORK,BARNEY GREENGRASS INC,,541 AMSTERDAM AVE,NEW YORK,NY,10024,
EATING PLACE BEER,NEW YORK,DANIELLOS PIZZERIA INC,DANIELLOS PIZZERIA,70 WEST 95TH STREET,NEW YORK,NY,10025,
EATING PLACE BEER,NEW YORK,JAGUAR RESTAURANT INC,,1735 LEXINGTON AVE,NEW YORK,NY,10029,
EATING PLACE BEER,NEW YORK,POST BILLIARDS CAFE INC,,154 POST AVENUE,NEW YORK,NY,10034,
EATING PLACE BEER,NEW YORK,RAFAEL RIVAS,MARGON RESTAURANT CO,136 W 46TH STREET,NEW YORK,NY,10036,
EATING PLACE BEER,NEW YORK,TWO WAYS RESTAURANT INC,EVERGREEN COFFEE SHOP RESTAURANT,145 W 47TH STREET,NEW YORK,NY,10036,
EATING PLACE BEER,NEW YORK,GAVA ENTERPRISES INC,LANE CAFE,75 MAIDEN LANE,NEW YORK,NY,10038,
O.P. ENTERTAINMENT,NEW YORK,THEATRE REFRESHMENT CO OF NY INC & SUNLIGHT,"MANAGEMENT CORP, DBA: AMBASSADOR THEATRE",215 W 49TH STREET,NEW YORK,NY,10019,
O.P. ENTERTAINMENT,NEW YORK,THEATRE REFRESHMENT CO OF NY INC & SUNLIGHT,"MANAGEMENT CORP, DBA: BROADWAY THEATRE",1681 BROADWAY,NEW YORK,NY,10019,
O.P. ENTERTAINMENT,NEW YORK,THEATRE REFRESHMENT CO OF NY INC & SUNLIGHT,"MANAGEMENT CORP, DBA: WINTER GARDEN THEATRE",1634 BROADWAY,NEW YORK,NY,10019,
O.P. ENTERTAINMENT,NEW YORK,RANYST INC,NEW YORK STATE THEATRE,1886 BROADWAY,NEW YORK,NY,10023,
O.P. ENTERTAINMENT,NEW YORK,"METROPOLITAN MUSEUM OF ART,THE",,1000 5TH AVE,NEW YORK,NY,10028,
O.P. ENTERTAINMENT,NEW YORK,THEATRE REFRESHMENT CO OF NY INC & SUNLIGHT,"MANAGEMENT CORP, DBA: JACOBS THEATRE",242 W 45TH STREET,NEW YORK,NY,10036,
O.P. ENTERTAINMENT,NEW YORK,THEATRE REFRESHMENT CO OF NY INC & SUNLIGHT,"MANAGEMENT CORP, DBA: BOOTH THEATRE",220 W 45TH STREET,NEW YORK,NY,10036,
O.P. ENTERTAINMENT,NEW YORK,THEATRE REFRESHMENT CO OF NY INC & SUNLIGHT,"MANAGEMENT CORP, DBA: LYCEUM THEATRE",149 W 45TH STREET,NEW YORK,NY,10036,
O.P. ENTERTAINMENT,NEW YORK,THEATRE REFRESHMENT CO OF NY INC & SUNLIGHT,"MANAGEMENT CORP, DBA: GOLDEN THEATRE",252 W 45TH STREET,NEW YORK,NY,10036,
O.P. ENTERTAINMENT,NEW YORK,THEATRE REFRESHMENT CO OF NY INC & SUNLIGHT,"MANAGEMENT CORP, DBA: MAJESTIC THEATRE",247 W 44TH STREET,NEW YORK,NY,10036,
O.P. ENTERTAINMENT,NEW YORK,THEATRE REFRESHMENT CO OF NY INC & SUNLIGHT,"MANAGEMENT CORP, DBA: SHUBERT THEATRE",225 W 44TH STREET,NEW YORK,NY,10036,
O.P. ENTERTAINMENT,NEW YORK,THEATRE REFRESHMENT CO OF NY INC & SUNLIGHT,"MANAGEMENT CORP, DBA: IMPERIAL THEATRE",249 W 45TH STREET,NEW YORK,NY,10036,
O.P. ENTERTAINMENT,NEW YORK,THEATRE REFRESHMENT CO OF NY INC & SUNLIGHT,"MANAGEMENT CORP, DBA: PLYMOUTH THEATRE",236 W 45TH STREET,NEW YORK,NY,10036,
O.P. ENTERTAINMENT,NEW YORK,THEATRE REFRESHMENT CO OF NY INC & SUNLIGHT,"MANAGEMENT CORP, DBA: BROADHURST THEATRE",235 W 44TH STREET,NEW YORK,NY,10036,
O.P. ENTERTAINMENT,NEW YORK,THEATRE REFRESHMENT CO OF NY INC & SUNLIGHT,"MANAGEMENT CORP, BDA: BARRYMORE THEATRE",243 W 47TH STREET,NEW YORK,NY,10036,
HOTEL LIQUOR,NEW YORK,HERALD HOTEL ASSOCIATES L P,RADISSON MARTINIQUE BROADWAY,1260 BROADWAY,NEW YORK,NY,10001,
HOTEL LIQUOR,NEW YORK,NEW GENERATION MANAGEMENT CORP,LA QUINTA MANHATTAN,17 W 32ND ST,NEW YORK,NY,10001,
HOTEL LIQUOR,NEW YORK,NEW YORKER HOTEL MANAGEMENT,COMPANY INC,481 8TH AVENUE,NEW YORK,NY,10001,
HOTEL LIQUOR,NEW YORK,STANFORD NEW YORK LLC,HOTEL STANFORD,43 WEST 32ND STREET,NEW YORK,NY,10001,
HOTEL LIQUOR,NEW YORK,35TH STREET HOTEL CORP,,45 W 35TH STREET,NEW YORK,NY,10001,
HOTEL LIQUOR,NEW YORK,"INN AT IRVING PLACE INC,THE",,56 & 54A IRVING PLACE,NEW YORK,NY,10003,
HOTEL LIQUOR,NEW YORK,CDL NEW YORK LLC,MILLENIUM HILTON,55 CHURCH ST,NEW YORK,NY,10007,
HOTEL LIQUOR,NEW YORK,RHC OPERATING LLC,ROOSEVELT HOTEL,29 51 E 45TH STREET,NEW YORK,NY,10017,
HOTEL LIQUOR,NEW YORK,THE MERCER I LLC,& MERCER KITCHEN LLC,147 MERCER ST,NEW YORK,NY,10012,
HOTEL LIQUOR,NEW YORK,SOHO GRAND HOTEL INC,SOHO GRAND HOTEL,310 W BROADWAY,NEW YORK,NY,10013,
HOTEL LIQUOR,NEW YORK,CROMWELL SOHO OPERATING LLC & SESSANTA LLC,SIXTY SOHO / SESSANTA,60 THOMPSON ST,NEW YORK,NY,10012,
HOTEL LIQUOR,NEW YORK,KITANO ARMS CORP,HOTEL KITANO,66 PARK AVENUE,NEW YORK,NY,10016,
HOTEL LIQUOR,NEW YORK,JOLLY HOTELS USA INC,JOLLY HOTEL MADISON TOWERS,22 E 38TH STREET,NEW YORK,NY,10016,
