Zip Code,Dog Name,Animal Gender
10029,LULU,F
11386,COCO,F
11233,MASH,M
10128,FAYE,F
11234,BUCKETTS,M
10455,FLUFFY,M
11209,ZAK,M
11358,CODY,M
11212,LADY,F
10302,LUCY,F
11234,LUCKY,M
10467,PRIVATE,F
10465,CAVALIERE,M
10023,POUPETTE,F
10029,CODY,M
10306,BLAZE,M
10023,ROCKY,M
10023,MEGGY,F
11372,RUSTY,M
10009,JOSIE,F
10033,LILLY,F
10032,TONI,M
10016,LUCY,F
10469,JELLY,F
10025,AUGUST,M
10021,BELLA,F
10025,IMMA,M
10023,DEVA,F
11416,PLUTO,F
10025,JUNE,F
10031,CURLY,M
11229,JACY,M
11418,AMIGO,M
10029,CHLOE,F
10035,LUNA,F
11217,CARLOS,M
10011,DIXIE,F
10011,SASHA,M
11215,ZIGGY,M
11215,MILES,M
11372,DALILA,F
11412,MATT,M
11207,BRAXTON,M
10022,CLETUS,M
11207,ANGELO,M
10029,MATILDA,F
11236,FENDI,F
10310,CHIPS,M
11237,BLUE,M
11692,MISSY,F
10001,NIKOLAI,M
10011,SKYLAR,F
11374,ROCKY,F
10011,PICASSO,M
11226,BUDDY,M
11207,OCTOBER,M
10462,REX,M
11355,MARCO,M
10021,BENICIO,M
10002,SADY,F
11215,BILLY,M
10012,GOVERNOR,M
10473,MIDNIGHT,F
11205,BODE,M
10473,MAX,M
11208,SPOT,M
10038,BEEZER,F
10461,BOB,M
11231,LAVENDER,F
11106,GLADOS,F
11237,LORNA,F
11414,SAM,M
10455,DEXTER,M
10017,COCO,F
11694,HARRY,M
10312,NAME NOT PROVIDED,M
11224,SAMSON,M
10018,BENDER,M
11249,IZZABELLE,F
11249,PENNY,F
11219,JACK,M
11691,MAZEL,M
10032,WESLEY,M
10128,ARROW,F
11208,JONAH,M
11208,NENA,F
10473,NALA,F
11377,BREWSTER,M
10452,JASPER,M
11234,NAPOLEON,M
10473,SETH,M
10472,TALLY,F
10029,LUCKY,F
11213,OREO,M
11213,CHANEL,F
10473,WISHBONE,M
10022,BAILEY,M
11239,CHARLEE,M
11375,JAZZ,F
10466,CHIQUI,F
10024,POONIS,M
10011,LOKI,F
11225,PRADA,F
11385,HANNAH,F
11361,JADE,F
10019,LIA,F
11225,WEETON,M
10469,ROSIE,F
11207,SCUBA,M
10023,COOPER,M
11370,LUCKY,M
11228,CHLOE,F
10024,GINNY,F
11692,SHELA,F
10458,RYUU,M
11434,MAX,M
11385,BUSTER,M
11217,BUTTE,M
10025,BRANDI,F
10128,QUINN,M
10305,PATTY,F
10456,CLEOPATRA,F
11203,STORM,F
10069,HARRY,M
11377,CHESTER,M
11238,LOCA,F
10022,BENTLEY,M
10306,MERLIN,M
10023,FREDDIE,M
11236,MOCHA,F
11222,LUCY,F
10454,GOOSE,M
10024,BARKLEY,M
11697,SKEETS,F
11219,CASEY,M
11215,BUCK,M
10029,EBBIE,F
11229,BUTTONS,F
10069,MAXIMUS,M
10467,LEXAS,F
10025,PIP,M
10025,DAISY,F
11374,TIGER,M
10464,JADE,F
10025,BARNEY,M
11103,BELLA,F
10011,GINO,M
10033,BARNEY,M
10312,COOPER,M
10023,BUDA,M
11234,CHESTNUT,F
10022,CHARLIE,M
11435,WILLY,M
11233,BADOS,M
11209,FLUFFY,M
10031,LEO,M
10009,ETTA,F
10461,WALLIE,M
10037,GINGER,F
10025,EMMA,F
10011,INDIA,F
11364,CHAI,M
11421,SAMMY,M
10468,BELLA,F
11249,BONNIE,F
10461,MICKEY,M
11201,HENRY,M
11369,SUSIE,F
11205,HAZEL,F
10128,CHARLIE,M
10455,ROCCO,M
10011,REMUS,M
10034,CHEEBAH,F
11238,BANDIT,M
11201,INDIA,F
11691,COCO,M
10024,FRED,M
11201,ADAM,M
10023,MARCEL,M
11377,HONEY,F
10310,MS,F
11432,AUGUST,M
11428,ROCKY,M
11215,THOR,M
10304,MUSH,M
10461,AYDIN,M
10312,ROGUE,F
11421,REMY,F
11226,SUSIE,F
10470,DUKE,M
10310,LYLITH,F
10036,PAVIA,F
11209,GUINNESS,M
11379,BAZI,M
10029,PEANUT,F
10029,YOME,M
10312,ANNIE,F
10029,ROCKIE,M
11209,COOPER,M
10128,CHIPO,F
11225,DUSTY,F
11235,SPOT,M
10128,MAX,M
10309,LULA,F
11201,CHELSEA,F
11238,LUNA,F
11218,BUDDY,M
10010,LOLA,F
10009,CASSIE,F
10314,ROCKY,M
10009,SAM,M
10025,KREPLACH,M
10468,LUCAS,M
11237,PRINCESS,F
10128,ZOE,F
11375,JADE,F
10314,CASSI,F
11209,EDDIE,M
11234,SAMMY,M
10012,LALA,F
10025,INDIANA,M
11238,LEELA,F
10039,TAZZ,M
10021,BOOMER,M
10010,PEPPER,M
11218,KODAK,M
10025,LUCY,F
11373,MACY,F
10303,TINO,M
11221,AURIA,F
10014,PIERRE,M
11215,CHATO,M
10305,NORA,F
10306,REESES,F
10025,BRADY,F
10013,QUINCY,M
11366,DINO,M
10024,BRU,F
10016,SAMI,F
10011,SHAZAM!,M
10463,SIR,M
10462,TIKI,M
10462,TINO,M
10021,MAZIN,F
10306,MAXIMO,M
10309,BUDDY,M
10312,PEPPER,F
10306,ALICE,F
10005,BARNEY,M
10005,BAMM-BAMM,M
10010,FRICK,M
11433,DIAMOND,F
10040,GANDALF,M
10466,OREO,M
11378,ROCCO,M
10002,PETEY,M
11418,PINCHEZ,F
10014,BROOKLYN,F
10014,GRACIE,F
10014,DOLLIE,F
11238,GUILLERMO,M
10014,CHARLIE,F
10128,LUCKY,F
10035,BENNY,M
11374,DD,F
11231,WICKED,M
10458,LUCKY,M
11234,PRINCESS,F
11216,LEXINGTON,M
11222,PEPPER,F
10003,SMIKE,M
11213,DWEEZIL,M
10002,HENRY,M
11217,GIGI,F
10025,WINSTON,M
10023,MAX,M
11238,AMAZING,F
10454,ICHIE,M
11233,LUCKY,F
10017,IZZY,F
11217,PAPA,M
10312,HOLLY,F
11423,DRAKO,M
11375,CALLI,F
10037,MADISON,F
11201,BOWIE,M
10022,RIGLEY,M
10029,LINDA,F
11104,SPOT,M
10312,CHAMP,M
11370,SIMBA,M
10033,JASPER,M
10033,LEXI,F
10033,THANDIE,F
11205,MAX,M
11205,TALLUAH,F
11106,JAZZY,F
11106,CHASE,M
10025,JOE,M
10306,CASEY,F
11219,GIZMO,M
10461,MILES,M
11238,BROOKLYN,F
10019,MANNING,M
10016,GEORGE,M
11365,TATYANA,F
11378,SPOT,M
10003,SHEBA,F
10023,SOPHIE,F
10460,MAX,M
10030,RICO,M
10024,WILLOW,F
10024,CHICLET,F
11379,JAKE,M
11231,BELLA,F
11379,PIXIE,F
10310,BUCA,M
11231,GOLDIE,F
11213,BROWN,F
10002,JULES,F
11691,CHANEL,F
10306,LEO,M
11215,SCRAPPY,M
11238,SPUTNIK,M
11206,PINKY,F
11238,HENRY,M
11373,BATI,M
11429,SAMBA,F
10003,DEXTER,M
10314,BELLA,F
10030,PRINCESS,F
10014,SIMON,M
10025,ELIZABETH,F
11212,CRAZE,M
11372,MIMI,F
11433,SABER,M
10029,LUCY,F
10463,NILLA,F
10023,REMY,F
10454,ROSCO,M
10003,KATIE,F
10003,SOPHIE,F
11231,JACK-JACK,M
10021,MIKA,F
10309,ROCCO,M
10475,MISHKA,F
10314,JENNA,F
11201,BUSTER,M
11377,MOBI,F
10306,BAILEY,M
10312,BRUCE,M
11215,MAGGIE,F
11385,MARLO,M
11358,EVELYN,F
11377,LOTTO,M
10022,MIA,F
11369,LUCAS,M
11106,WINNIE,F
10455,SNOWBALL,M
10023,GIDGET,F
10011,JACK,M
10456,SASHA,F
10308,HOLLY,F
11238,ROLAND,M
10312,MABEL,F
10019,NALA,F
11375,WEBIT,F
10039,PRECIOUS,F
11235,ZEUS,M
10023,WILCO,M
10451,OREO,M
10308,SOPHIE,F
10308,MAGGIE,F
11385,CO,F
11364,CASSIE,F
11234,MOOKIE,M
10024,CARTER,M
10013,LILA,F
10012,ECCO,M
11220,JOHNNY,M
11416,MAGGIE,F
11209,KAILA,F
11221,URSA,F
11209,NAME NOT PROVIDED,F
10457,BE-BOP,M
10025,DAISY,F
11378,CLOEY,F
11101,ROCKO,M
10013,MILTON,M
11207,CHARLIE,M
11249,OLLIE,M
11209,DIESEL,M
10009,ALFIE,M
10005,SHAMUS,M
11354,SPARKLE,F
10017,COLE,M
10302,POOCHIE,M
10012,SHARPIE,F
11204,DIESEL,M
10474,BUDHA,M
10469,MILA,F
11207,REMY,F
11361,TYSON,M
10011,GATSBY,M
10308,BELVEDRE,M
11358,SCOTTER,M
11201,ZOE,F
10016,JACKLEY,F
11357,BEAU,M
10016,LUCY,F
10004,CODY,M
10026,BENJI,M
11385,AMY,F
10035,JACKIE,F
10303,ARAMIS,M
11216,ALFIE,M
10463,TOBY,M
11225,LOTTIE,F
11101,CAESAR,M
11102,BENNY,M
10032,PLATINUM,M
10011,MURPHY,M
11215,JUNIOR,M
11357,BUTTONS,M
10029,PUCHITO,M
10023,GEORGE,M
10031,SPARKY,M
10031,MAX,M
11360,LULU,F
11694,SADIE,F
10457,BUDDAH,F
11218,JAKE,M
10023,COCO,F
10009,CALLIE,F
10025,HENRY,M
10009,OKO,M
10460,LEO,M
10019,LUKE,M
11101,HARLOW,F
10461,MOJO,M
10314,JASPER,M
10001,SABASTEIN,M
11232,BILLY,M
10459,TEDDY,M
11421,MAX,M
10029,ROSCOE,M
11356,NIKO,M
10024,PRINCESS,F
11234,JESSE,M
11385,PEPSI,M
11375,MAUSSIE,M
11215,CHLOE,F
11217,GRIZZ,M
10017,DEXTER,M
11213,DEZZY,F
11375,ROSCOE,M
10019,ARNIE,M
11415,DANNO,M
10027,ARGOS,M
10029,DOLCE,F
10024,STELLA,F
11225,BELLA,F
11233,TYRE,M
10463,NAME NOT PROVIDED,M
10025,REILLY,F
10464,RIGBY,M
11216,BROOKLYN,F
11216,STORM,M
10312,ROGUE,M
11228,MILLIE,F
10314,GINGER,F
11412,HUGO,M
10028,CHAI,M
11211,FANNY-A-LAMB,F
11101,PENNY,F
11379,BELLE,F
10026,MAX,M
11231,SNOWCONE,M
11201,SPIKE,M
11205,SHANNY,M
11233,PRECIOUS,F
10309,COSMO,M
11235,LULA,F
11221,NENO,M
11436,SHADOW,M
10452,SUGAR,F
11101,BUNNY,F
11101,SHERYL,F
11373,NILES,M
11373,LURCH,M
11201,MIMI,F
11201,MOJOE,M
10021,ROMEO,M
11367,LILY,F
10012,MOLLY,F
11378,JASPER,M
11101,NOLA,F
11205,ANKE,F
10312,ORTLEY,M
11209,MOLLIEROSE,F
10463,PEBBLES,F
10014,ALLIE,F
10038,PRINSTON,M
11215,MAYA,F
11217,ELLIE,F
10011,ODETTE,F
11372,GINGER,F
11385,CHAMP,M
10473,CHRISSY,F
11249,JACKSON,M
11379,MAXI,F
10304,FINNLEIGH,F
10027,CRICKET,F
10451,NINO,M
10472,GLACIER,M
10034,LOUIE,M
10033,GORDO,M
10009,VEGAS,M
10009,CHLOE,F
10031,HARRY,M
10024,KENDALL,F
10024,TOSH,M
11220,COLBY,M
10014,TOBY,M
11211,ANGUS,M
10039,DUMA,M
10459,GIGI,F
10002,VIVI,F
10022,GIGI,F
11206,BONNIE,F
10021,TANGO,M
10024,DIMITRI,M
10465,BOOMER,M
11385,COCOA,M
11231,MILO,M
11378,JUDGE,M
11238,SEAMUS,M
11230,KAI,M
11225,LILY,F
10128,ANNIE,F
10019,ACE,M
10470,BRANDY,F
10462,NAME NOT PROVIDED,M
11205,PHILLY,M
11419,ANGEL,F
11234,JADE,F
11232,SKEETER,M
10475,SAPHIRA,F
11385,SAMSON,M
10019,YOGI,M
11204,PRINCE,M
11213,SKITTLES,F
10001,ADONIS,M
10024,RUFFY,M
11236,JAKE,M
10012,WYATT,M
10012,PUCK,M
11237,ROSIE,F
11413,MOLLY,F
11367,MITZY,F
10017,HARRY,M
10312,ELLA,F
10312,TINA,F
11205,SAGE,M
11204,ALEXANDER,M
11365,SCRUFFY,M
11364,SHARIK,M
11375,BROWNIE,M
10472,CLOUDY,F
10025,DODI,F
10025,BONNIE,F
10028,TYLER,F
10312,BUDDY,M
11222,RADAR,M
10022,MOSSI,M
11361,SAMMY,M
11361,MOLLY,F
11358,NENA,F
11358,COCO,M
10010,SERGEANT,M
11360,ECHO,F
10009,ROXSY,F
11249,LAVERNE,F
10036,BARKLEY,M
10009,YOGURT,F
11215,JOSEPHINE,F
11377,HALO,M
10028,ELLIE,F
10458,OREO,M
10025,RUPERT,M
11215,CHARLIE,M
11249,GRIFFIN,M
11421,TAZ,M
11211,NIA,F
11231,ROCKY,M
10001,JACK,M
10014,TANK,M
10002,BELLE,F
11223,DANTE,M
11235,BALTO,M
11229,YZMA,F
11106,VENUS,F
10016,SIMON,M
10036,KLAUS,M
10028,PENNY,F
11201,NIGEL,M
11421,SAM,M
10021,TEQUILA,M
10021,MAX,M
10036,SADIE,F
11417,SEAMUS,M
11216,ROCCO,M
10030,SNOOPY,M
10026,SANDRA,F
10003,ALICE,F
10010,SAMMY,M
10019,CUBBY,M
10023,WRIGLEY,M
11213,KODIAK,M
11220,EARL,M
11354,MRS.,F
10032,LUNA,F
10456,GRACIE,F
10467,BANDIT,M
10023,CHE,F
11220,RALPH,M
11374,MAX,M
10011,GABRIELLE,F
11378,LISA,F
11216,TAMARA,F
11231,KIMCHI,F
10038,BEETHOVEN,M
10009,JEANETTE,F
11222,BLINKY,M
11217,LITTLE,M
10024,ABBEY,F
10025,TOYOTA,F
11377,TIA,F
11238,GEORGE,M
11217,SPANKY,M
11206,BULLY,M
11370,PRINCESS,F
10021,GIZMO,F
10024,GRACIE,F
11211,ELI,F
10462,CHASE,M
10455,BRUTIS,M
11236,DOLCE,M
11230,BEN,M
11206,DOYLE,M
11215,SOLO,F
10013,OLIVE,F
11215,SAM,M
11201,FOXY,M
10033,CURTIS,M
10312,BUTTER,M
10456,MIMI,F
11368,TOBY,M
11218,CHLOE,F
11201,GARCON,M
10456,CHINA,F
11230,GABBY,M
10038,SPREEWEE,F
11218,FINLEY,F
11215,OZZIE,M
11230,LADY,F
11432,BROOKLYN,F
11207,TUNIKI,M
11105,KODIAK,M
10460,BRUTUS,M
10023,DYLAN,M
11206,OREO,M
10465,COLE,M
10128,SAHARA,F
11204,CHAMPION,M
10032,REX,M
10001,TUCKER,M
11210,JAKE,M
10016,BEAR,F
11418,BROWNY,M
11229,KUZYA,M
10037,YUBA,F
11234,LUCKY,M
10036,BELLE,F
11231,MILA,F
11373,MIA,F
10475,NIKKI,M
10305,AVA,F
10024,MAX,M
10464,GYPSY,F
10012,RAJA,F
10011,COOPER,M
10019,KELSEY-BELLE,F
10458,JASPER,M
11421,RUSTY,M
11368,MICKEY,M
10002,CASPER,M
10305,REDD,M
11414,JACK,M
11414,PETEY,M
10019,PRISCILLA,F
10003,BILL,M
10021,ZICO,M
10457,MACHO,F
10457,COBY,M
10026,BENTLEY,M
10003,LOUIE,M
11215,LULU,F
10025,LULU,F
11229,BOBBY,M
11201,MABEL,F
11377,TUBS,M
11201,EMI,F
11378,SAMBI,M
10038,BABY,F
10038,LOVELY,F
10014,FUJI,F
11230,LUCKY,M
10023,LILLY,F
10458,WYNTER,F
11106,ZOE,F
10467,BELLA,F
10026,TOBY,M
10468,LUNA,F
11238,BISCUIT,F
11426,REILLY,M
11220,FOXY,F
10009,MME.,F
10016,WINSTON,M
10027,SHASHI,F
10025,BULLY,M
10019,ROSIE,F
11209,LIBBY,F
11421,MICKEY,M
11217,SAMUEL,M
10023,ROMEO,M
10463,RONNIE,M
11217,SALVADOR,M
11221,SPARKEY,M
11211,TOBY,M
10463,ACE,M
11209,SAMMY,M
10028,SKEETS,M
11223,HOOFLET,F
10003,KELEV,M
11205,TOBY,M
10468,YSABEL,F
10014,BUTTERS,M
10014,DOLLY,F
11238,DANTE,M
11378,LILY,F
11226,DIAMOND,F
11224,LYALYA,F
11222,ELLIOT,M
11238,WILLOW,F
11216,JUNIOR,M
10025,EMMA,F
11226,GRETA,F
11354,CHARLEY,M
11238,BERINGER,M
11369,BONI-MOON,F
11414,SPANKY,M
10023,NORMAN,M
11230,LEAH,F
10030,VIOLET,F
11204,CHOLE,F
10021,JAMAICA,F
10010,DEREK,M
11216,JIMMY,M
10028,SUVI,F
11357,SQUIRT,F
10012,TOBY,M
10014,ODIN,M
11209,LOLA,F
10314,KINGSLEY,M
11208,COCO-LOSO,M
11375,GRIFFEN,M
11231,EVEREST,M
11214,MATISSE,M
11217,SOPHIE,F
10314,MARSHMELLO,M
10013,LOLA,F
10025,OTIS,M
10022,CHLOE,F
11693,LAYLA,F
10306,BUDDY,M
10016,THOMAS,M
10016,GEORGE,M
10009,MILES,M
10454,RAI,M
10014,BUSTER,M
10016,BILLY,M
10024,ROXIE,F
10023,PIPPIN,M
10128,APOLLO,M
11201,PEBBLES,F
10303,LIGHTBULB,M
10303,SWITCH,F
10022,OLIVE,F
10005,NIGEL,M
11238,ARDIE,M
11375,REGINA,F
11375,KILLER,M
11379,SAMMIE,F
10024,KILEY,F
10471,RUBI,F
10471,BELLA,F
10021,WILSON,M
10025,BOBO,M
11218,ROMEO,M
11235,COOLEN,M
11235,LUCKY,M
11379,BUZZ,M
10314,CHARLEY,M
11218,LUNA,F
10029,TESS,F
10021,COCO,F
11206,STONE,M
10018,HENRY,M
10032,ZIGGY,F
10023,NAME NOT PROVIDED,M
11105,HASTINGS,M
10454,THORNE,M
10014,NINA,F
10029,OREO,F
11230,ADAR,M
10301,ROCKY,M
11225,ZORA,F
11225,MATTY,F
10025,JIMMY,M
11385,PETEY,M
10028,HARVEY,M
11201,TROT,F
11385,ZARA,F
11238,KIKI,F
11225,MAX,M
11693,ADOLF,M
10039,BELLA,F
11207,BELLA,F
11237,SHAKIRA,F
11373,COOKIE,M
10452,SHAKIRA,F
11379,MAGGIE,F
10001,COWBOY,M
10463,NIKI,F
11204,MABEL,F
11357,BOBBY,M
11355,MAX,M
11225,MILA,F
11234,BIGGZ,M
11375,PEPPER,M
10128,BYSON,M
11432,MONEY,M
11364,BLUE,M
11216,PRINCE,M
11225,KOVU,M
10312,MOCHA,M
11432,CHIQUI,M
11375,TIMOTEO,M
10034,SEALY,F
10019,OLLIE,F
11372,BUSTER,M
11420,FLUTO,M
11215,MAJA,F
11362,CHLOE,F
11209,CASSIE,F
11236,PRETTYBOI,M
11218,HARLEY,M
10009,MILA,F
10031,VIUTI,M
10007,DAISY-MAE,F
11375,NAME NOT PROVIDED,M
11694,OREO,M
10025,TEXA,F
10022,WILSON,M
11222,HARLEY,M
11101,CC,F
11229,LUCY,F
10024,MAX,M
10474,SNOOFY,M
10456,BOW,M
10019,SPOT,M
11223,DUKE,M
10024,BROOKLYN,F
10314,JACKSON,M
11201,LOUIS,M
10021,OLIVER,M
10453,LADY,F
10282,DIEGO,M
10033,TOBY,M
11377,SASHI,F
10027,E,M
11215,DODGER,M
11231,DINGO,F
10002,WILLY,M
10462,PARIS,F
10014,MANSON,M
11355,JADEN,M
10011,BRAVADO,M
10451,NINA,F
11427,LEO,M
11220,STELLA,F
10024,HARLEN,M
11364,YUKI,F
10314,BAXTER,M
10024,DAISY,F
11201,POLO,M
11385,SHELBEY,M
11216,KIRRO,M
10031,MILLIE,F
10002,MELI,F
10002,LUCKY,F
10312,ROCKY,M
11385,CASPER,M
11385,PRINCESS,F
11417,MILES,M
10028,LULU,F
10012,SCOUT,F
11379,MISTY,F
10029,SHAKA,M
10010,OLIVE,F
11426,ZOEY,F
10458,CHUCKIE,M
11414,BUZZ,M
10069,ROCCO,M
11231,INDIO,M
10023,C.C.,F
10023,RIECE,M
11367,CHLOE,F
11104,WEEEGEE,F
11239,HONEY,F
11239,SUGAR,F
11378,MAX,M
11217,PUKU,F
11209,MIA,F
11103,SHELBY,F
10473,BRYAN,M
10128,OCEAN,M
11224,CHARLIE,M
10011,BISCUIT,M
11222,SNACKS,M
11375,BENTLEY,M
11375,NAPOLEON,M
10017,BUDDY,M
10468,KAMI,F
10011,THOR,M
10013,BIBI,M
10462,TICCO,M
10009,BELLA,F
10010,VERUCA,F
10019,BAXTER,M
10019,FERGUS,M
10025,TOBY,F
10023,BOW,M
11223,SPIKE,M
11209,MAX,M
11385,PIT,M
11385,PIT,F
11235,DOLCHE,F
11201,RAJA,F
10016,ZOEY,F
11205,LION,M
10022,MARTY,M
11211,MUMFORD,F
10461,KALI,F
10309,BELLA,F
10471,SHELBY,F
10003,BONNIE,F
10019,GRACIE,F
11365,RUBY,F
10025,DYLAN,M
10025,MANNING,M
10031,CUJO,M
11221,CHEWY,M
11216,TOBY,M
10022,HENRY,M
10312,BUDDY,M
11223,ISABELLA,F
10465,DELIAH,F
10465,DA,M
11206,BENJI,M
10023,SAMMY,M
10011,BAXTER,M
11201,LIZZIE,F
10021,SAMANTHA,F
10024,LICORICE,F
11216,MANDU,M
10026,TROUBLE,F
10314,BUDDY,M
11205,NIKKI,M
11378,LACEY,F
11378,SCOOTER,M
10314,PENNY,F
11228,JUNE,F
11238,BAXTER,M
10314,ARTIE,M
11213,SARA,F
10456,FENDI,F
11357,CLOVER,M
10025,ABBEY,F
11432,JOEY,M
10472,KIKI,F
10471,DI,M
10461,RINGO,M
10036,DEXTER,M
11204,MACDOUGAL,M
10031,MATCH,M
11236,MAYA,F
11219,ESHY,M
10013,VITA,F
10029,GINGER,F
10038,CESARE,M
11367,ROCKY,M
11230,SNOOPY,M
10022,BOGEY,M
10002,SPARKEY,M
11233,MILO,M
10312,RUSTY,M
10466,COCO,M
11373,SANDY,F
11212,KILLER,M
11208,POINTER,M
10468,LOKI,M
11215,OTTO,M
10016,ZOE,F
10029,LOLA,F
10026,LUNA,F
10023,MAXI,M
10306,FRIDAY,M
10305,BUDDY,M
11385,MISTY,F
10024,LEXINGTON,F
10022,SURYA,M
11217,PAIGE,F
10035,AVERY,F
10038,PEPYS,F
10011,ROCKY,M
10009,RUSSEL,F
11201,CASSIE,F
10463,KER,M
10308,REGINA,F
11372,PITA,M
11354,SAN,M
11238,BUTTER,F
10463,GUCCI,F
11214,MAX,M
10304,ROSIE,F
10465,TASHA,F
10023,SOPHIE,F
11103,KEEBLER,M
11223,SHAYNA,F
11210,KING,M
11205,CHILI,F
10001,CHAZ,M
11385,ROXY,F
10128,NELLIE,F
11205,MISHA,M
11201,SCOUT,F
10025,STITCH,M
10034,MAX,M
11224,PRINCE,M
10451,BEAR,M
10454,CHI,M
11379,SASHA,F
11372,ROSIE,F
11361,MIMI,F
11215,STELLA,F
10309,ENZO,M
11106,ERIC,M
11365,CHA,F
11204,GINGER,F
11215,BUNK,M
11201,BEAN,F
11223,TANGO,M
10464,MURPHY,M
10025,TEDDY,M
11201,MACK,M
10011,SHEEBA,F
10014,VAL,F
10021,MAX,M
10025,ZITI,F
10455,KNOX,M
10128,APPALACHIA,F
10039,WILLIE,M
10003,MAGGIE,F
10012,FLOPPY,M
11375,GARDNER,M
10016,LOTTIE,F
10465,SANDY,F
11201,JACOB,M
11206,ZACH,M
11206,CLAIRE,F
11218,MOXIE,F
11412,GUNTHER,M
11104,CLARABELLE,F
11201,PABLO,M
11361,LOKI,M
10128,JAXSYN,M
10006,BUSHKIE,M
11375,DASH,M
11375,POLLY,F
11375,BUTTER,F
10026,AESOP,M
10026,WILLOW,F
11215,COLTRANE,M
10044,SHELBY,F
10044,WILLOW,F
10457,ROCKY,M
10457,EINSTEIN,M
10010,MOCHA,M
10469,CANO,M
11217,SANDY,F
10025,ROCKY,M
10309,BANDIT,M
10128,RUDOLPH,M
10463,ACE,M
10457,ZERO,M
11385,MAKS,M
11201,SOPHIE,F
11201,BIXBY,M
11205,JACKSON,M
10459,PRINCESS,F
11355,PEPPER,M
10027,LOCA,F
10029,MORK,M
10461,JOEY,M
10470,DEXTER,M
11238,QUEENIE,F
10024,PAMPLEMOUSSE,M
10018,OTTO,M
10462,DAISY,F
10027,BLONDIE,F
10314,LIZA,F
11104,SASHA,F
10470,HOPE,F
11363,LUCY,F
11427,SOPHIE,F
11204,ANNIE,F
11357,Z-28,M
11374,KUZYA,M
11102,SUBWAY,M
10014,ANJOLINA,F
11228,DOZER,M
11223,NAME NOT PROVIDED,F
10014,STEVIE,F
10025,PETER,M
11214,COCO,F
10033,HODA,F
10029,CRACKER,M
11212,SPANKY,M
10024,LEO,M
10451,BAILEY,F
10003,MILLIE,F
10469,PRINCESS,F
10308,JAZZ,M
10304,SONNY,M
10022,CHANA,F
10028,IRIS,F
11235,CRIS,M
10002,REX,M
11225,ZEPHYR,F
10024,CHARLIE,M
11204,KIKI,F
10459,YOSHI,M
11378,CHICKEN,M
11231,JEFFREY,M
11218,BOBBIE,M
10023,CHAD,M
11385,HOOCH,M
11366,DORA,F
11215,SNOW,F
10013,DUCHESS,F
11102,ABBY,F
10022,SPENCER,M
10019,GEORGIE,F
11229,HOOVER,M
11101,LOURDES,F
10031,RAYDER,F
10001,NAME NOT PROVIDED,F
10024,HIRO,M
10470,SEAMUS,M
10014,LUCKY,M
11207,ROCKY,M
10018,BEAU,M
11378,MOORLAND,M
10038,ZUKO,M
11204,WOODY,M
11355,TOOPII,M
11355,MOCHA,M
10461,MACK,M
10469,BLESS,F
10467,OLIVIA,F
11223,ESPRESSO,M
11236,GINGER,F
10001,NAME NOT PROVIDED,F
10032,BENNY,M
10038,BRUTUS,M
10451,DAISY,F
10022,LUNA,F
11237,NAPOLEON,M
11215,JUNE,F
11209,THUNDER,M
10023,UGI,M
10023,CHIKA,F
10460,JOEY,M
10024,PIPER,F
11217,MSLUCY,F
11238,TIMPLETON,M
11357,ROLLIE,M
10473,CHLOE,F
11219,MANDY,F
11238,PACO,M
11377,LUCKY,M
10021,MABEL,F
10011,PLUTO,M
10016,SHELBY,F
10016,POLLIE,F
11357,SIMBA,M
10014,NICO,F
11385,PRINCESS,F
10014,LOLA,F
10128,BRIDGETTE,F
11421,ACE,M
10463,CHARLOTTE,F
11230,BOWSER,M
10312,SASHA,F
11205,RADIO,M
10025,ANGEL,M
11209,SCOUT,M
10033,DINO,M
10473,HOLLYWOOD,M
11214,PETE,M
11418,BRUCE,M
11234,BROOK-LYNN,F
11201,DEXTER,M
11204,NUGGZ,M
10038,COCO,F
10009,ZOEY,F
10027,NIKE,M
10469,GWIIGWIITO,M
11354,LEYA,F
10011,BODHI,M
10028,ZOE,M
11214,HACHI,M
11211,LIDIA,F
11101,FROSTY,M
11211,MOM,F
10455,NENA,F
11228,TESSA,F
11211,BUG,F
10029,GUNTHER,M
11214,MICKEY,M
11426,BABY,F
11228,LOLA,F
11223,MADISON,F
10463,MOLLY,F
10305,SUZI,F
11234,MARTINI-LEONARDO,M
10036,BERNIE,M
10036,NIU,F
11414,COOPER,M
10016,WATSON,M
11385,SUPERMAN,M
11216,RACCO,M
11215,DAISY/FORMERLY,F
10308,NIKKI,F
10040,LIBAH,F
11239,SOPHIA,F
11209,CLIFFORD,M
11103,MICKY,M
10463,KASPER,M
11105,LANI,F
10013,PEBBLES,F
10017,EMILY,F
11101,SPIKE,F
10009,ZAK,M
11374,BENJI,M
10007,CHARLOTTE,F
10009,TALLULAH,F
10128,TEDDY,M
10305,GRAYCEE,F
10128,LILY,F
10003,JAMIE,F
10028,JACK,M
10028,CHARLIE,M
10023,WILBUR,M
10011,PHOEBE,F
11214,TACO,M
10033,PEPPER,F
11206,LUNA,F
10012,WILLIS,M
11234,LILY,F
10025,ELLIE,F
10009,HEIDI,F
11215,LUNA,F
10019,MICKY,M
10024,MACABEE,M
10023,ABIGAIL,F
10012,OSCAR,M
10465,CAPO,M
10014,RUFUS,M
10467,SKY,F
11379,FIFI,F
11379,MYLO,M
11364,LUCKY,M
10005,ORION,M
11211,BELLA,F
