Zip Code,Dog Name,Animal Gender
11203,BUDDY,M
10016,BEAR,M
11375,BAXTER,M
10312,LEXIE,F
10307,BELLA,F
10028,VINNY,M
10025,ALPHONSO,M
10459,SNOWEE,M
10473,MOLLY,F
10003,BRODY,M
10308,MISTY,F
10312,ANDREW,M
10306,NAME NOT PROVIDED,F
10306,ROCKET,M
11204,BELLA,F
10463,LILLY,F
11220,COCO,F
11102,JASMINE,F
11418,BUBBLES,F
10306,SKIPPY,M
10033,LINA,F
11230,DUKE,M
10305,MATCHBOX,F
10308,DINA,F
10312,BELLA,F
10024,TRIXIE,F
11211,ADELE,F
10021,LULU,F
10028,TUXEDO,M
11238,GINGER,F
10463,LACEY,F
10013,SFAX,M
11433,SZURI,F
10472,BUSTER,M
10309,CHARLIE,M
10028,MISHKA,F
10028,KATIE,F
11204,GUNTHER,M
11370,SAMMY,M
11375,LOLA,F
10469,HARLEY,M
10312,CHARLIE,M
11215,MOUSE,F
10003,BIGG,M
11432,BABY,F
10304,GIGI,F
10012,HOGAN,M
11236,SASHA,F
10014,LOUIE,M
11228,BRANDY,F
11204,MEIKO,F
11218,ASHLEE,F
11420,T.O.,M
10034,STERLING,M
11377,NANEE,F
10465,MILO,M
11214,KEVIN,M
10032,RYE,M
10309,NICCO,M
11360,MONTIE,M
11106,LYRIC,F
10128,MADDY,F
10128,LAYLA,F
11249,AMELIA,F
11355,JACK,M
11377,MINDY,F
10308,ROSIE,F
11238,BEN,M
11201,MARLOWE,M
11201,WATSON,M
10012,BEN,M
11426,STREAK,M
10010,CLIVE,M
11417,MUGSY,M
11106,RIKKU,F
10025,BLU,M
11209,ROSE,F
10010,ROCKY,M
10012,JIN,F
11357,CHIP,M
11434,MAYA,F
10128,BEAR,F
10023,HONORIA,F
11374,ASHLEY,F
11238,MOOKIE,M
10309,SHEA,M
11209,CHARLIE,M
10314,BOSCO,M
10314,CRINKLE,F
10312,LUCKY,F
10028,NACHO,M
11208,SHAGY,M
10039,BETHOVIEN,M
11228,LOGAN,M
11372,SCOOTER,M
11419,BABY,F
11223,NAME NOT PROVIDED,F
10314,LADY,F
10309,SHADOW,M
10301,LILO,F
10465,LADY,F
11690,BEAR,M
10021,ZIP,M
10128,MINDY,F
11219,GUNZ,M
10469,WENDY,F
10302,FUDGE,M
10016,TILLY,F
11201,TED,M
11375,BEN,M
10025,POOCHIE,M
11235,BEAR,M
10024,MAGGIE,F
11231,PETEY,M
11101,CORA,F
10010,DASHA,F
10023,JERSEY,M
10304,ROMEO,M
10003,GUBBIO,M
11215,IVAN,M
11356,COCOA,F
10037,PRINCESS,F
10033,GINGER,F
10031,KAYLA,F
10465,HAPTOO,M
10016,LUCKY,M
10028,ROCKY,M
10304,LIBERTY,F
10022,DRAMBUIE,M
11369,MOLLY,F
11102,JANIE,F
11358,DORITO,M
10039,MAXIE,F
10025,BILLIE,F
10308,MASON,M
11234,CLOVIS,F
11360,DAISY,F
11375,COUGHEY,M
10023,BEEZUS,F
11375,ORION,M
11416,CASPER,M
10314,SPARTACUS,M
10307,BUSTER,M
11235,CJ,M
11379,JACK,M
10312,TASHA,F
11385,PRECIOUS,F
11226,SILVIO,M
11224,FOLLETTE,F
10017,LOUIE,M
10014,BUTTONS,M
11220,CHERRY,
11220,HEISMAN,M
11208,SUKU,M
11231,BUSTER,M
10025,KYLE,M
11426,BAZZLE,M
11413,FRED,M
11375,SANDY,F
11368,PRINCESS,F
11217,NIKKI,M
11385,CASEY,M
11229,BRUNO,M
10464,LUCY,F
11209,LACY,F
10465,FRANKIE,M
11374,MAGGIE,F
10314,MAGGIE,F
10003,RUFUS,M
11434,BROOKLYN,F
10467,SUNSHINE,F
11218,MATTY,F
10025,TOBLERONE,M
10459,GIZMO,M
10029,AIKO,M
10025,FINNEGAN,M
10308,SHADOW,M
11201,PRINCE,M
11249,ROSIE,F
11355,JACK,M
10012,RILEY,M
11361,DAWN,F
11249,HOBIE,M
10009,MISHKI,F
10461,SIOUX,F
11414,SAM,M
10025,NIPPER,M
11375,GIOYA,M
10472,TUTY,F
11214,PUFFER,M
10128,NILA,F
10014,JULIUS,M
10034,TIFFANY,F
10309,DIVA,F
11207,ROSCO,M
11207,MICKEY,M
10128,BENJI,M
11203,AMIR,M
10128,PETIE,M
10462,GUINNESS,M
11426,COLEEN,F
10019,AVA,F
10038,ROSE,F
10029,MASON,M
10306,FRANKIE,M
10030,DAISY,F
11215,COOKIE,M
10028,MADISON,F
10304,FRED,M
10462,TACO,M
11223,HERSEY,M
11418,GEMINI,F
11104,MURPHY,F
11209,POKY,M
10021,MICKEY,M
10309,ROMEO,M
10019,REMINGTON,M
11215,MATILDA,F
11231,YUKI,F
10019,JACK,M
11226,MEEK,F
10468,LEVI,M
11385,SNOOPY,M
10302,MISSIE,F
10039,GRETCHEN,F
11209,KEENA,F
11357,LAILA,F
10301,KIMBA,F
10473,PRINCESS,F
10312,BELLA,F
10036,MAGGIE,F
11220,SIU,F
10305,ELSIE,F
11367,JOSIE,F
11375,TOBY,M
10314,SCOOTERBOY,M
10022,KOKO,M
11379,JETT,M
11229,BATMAN,M
11219,STONE,M
11694,BEAU,M
10014,SKY,F
10312,BAILEY,M
10314,GIA,F
10312,CUBBY,M
11207,PRECIOUS,F
11370,ZORRO,M
10304,DASHA,F
10301,LUCY,F
10016,BUDDY,M
10026,SOPHIE,F
11230,ELLA,F
10021,CARLIE,F
10462,OTIS,M
11206,SCOOTER,M
11215,SANDI,F
10023,BESSIE,F
10023,VIOLET,F
10023,ZEKE,M
11426,MISTY,F
11420,ABBY,F
10029,SHORTY,M
11419,MICHAELA,F
11220,COOKIE,M
10280,LIAM,M
11235,MARKIZ,M
11206,DIVA,F
11412,BUSTER,M
10468,OREO,M
11237,TIKO,M
11365,LUCKY,M
11218,ROCKY,M
10467,YANKEE,M
10314,TESSIE,F
11205,RAINER,M
10128,MONKEY,M
10458,CHAN,M
10458,SHADOW,M
10013,DUCATI,F
10451,PRECIOUS,F
11414,KINKACHU,F
11434,JUNIOR,M
11372,KAYCIE,F
11210,GHOULIE,M
10306,GIA,F
11201,GUSTAV,M
11366,BAILEY,F
11226,TAZ,M
10023,MEATBALL,M
11367,PEPPER,F
11204,POPS,M
10025,ALLI,F
11205,IGGY,M
10128,TEDDY,M
10011,PUCCINI,F
10003,KENYAETTE,F
11231,ZOE,F
10011,CINDERELLA,F
10309,NINA,F
10034,ZOE,F
10028,STRETCH,M
11365,TRIXIE,F
10023,HENNESSEY,M
11432,LUCKY,M
10017,BAILEY,M
10314,JAQUITA,F
10036,SASHA,F
10040,ABBY,F
10308,SEBASTIAN,M
11207,ALFIE,F
10314,BUDDY,M
10306,ANGEL,F
11375,SNOWBALL,F
11375,NAME NOT PROVIDED,F
10473,COCO,M
10032,MAXIMUS,M
10034,BRITNEY,F
10022,DUE,M
10453,KAALU,F
10012,HUDSON,M
11426,BEASLEY,M
10023,DUMA,F
11221,APOLLO,M
10029,LIV,F
10011,BELLA,F
11369,FIGHT,M
10024,CALLIE,F
11218,TOBY,M
11218,MAGGIE,F
10461,MISSY,F
10002,KODY,M
11201,MAXIMUS,M
11223,ANGEL,F
10312,BRIDIE,F
10028,MARLEY,M
11418,TINY,F
10314,KELSEY,M
10304,OREO,M
10014,OSCAR,M
11222,PRESTON,M
11238,MAGNUS,M
10014,TOBI,M
11423,CHAMP,M
11361,CINDY,F
10024,EDGAR,M
11222,ZEUS,M
10314,EMMA,F
10014,MARGARITA,F
11360,DAVINCI,M
10128,DAZZE,F
11222,ROSERITA,F
10468,SHAGGY,M
10474,LUCKY,M
10312,BUSTER,M
11379,POLLY,F
11102,COOPER,F
11414,DUKE,M
10464,BEAR,M
10312,ROXIE,F
11370,PEPE,M
11220,JOJO,M
11415,KONA,F
11361,K.C,F
11426,NALU,F
11102,LUPE,F
11201,KOKO,F
10028,WILLIE,M
10028,ZORRO,M
10128,HONEY,F
10467,PARIS,F
10027,GINSENG,M
11228,BUDDY,M
11101,COCO,M
11106,MAGNUS,M
11357,DAISY,F
11694,OPHELIA,F
10022,MONTY,M
10464,LEXIE,F
10010,HARRY,M
10280,CASSIE,F
10007,HOWARD,M
11379,OREO,M
10024,FLIP,M
10011,PRESLEY,F
11357,HARRY,M
10462,BREWZER,M
10471,KOKO,M
11375,YASHA,M
11211,DIAMOND,F
11215,GRACE,F
11217,COOPER,M
10029,NOEL,F
10312,LIEBE,F
11217,TEDDY,M
10016,FOOTSIE,F
10021,TIGGER,M
11206,MILO,M
10469,GIZZY,M
11106,AYUMI-CHAN,F
10308,TOFFEE,F
10312,BANIT,M
10023,SAM,M
10305,WAGNER,M
11209,JESTER,M
11234,BUDDY,M
10459,AZABACHE,M
10023,BEAR,M
10024,TROT,M
10022,MOLLY,F
11379,HANK,M
10280,NEGRITA,F
11229,LUCKY,M
11373,NANUK,
10473,LAYLA,F
11416,BUSTER,M
11375,ANDY,M
11218,SCOTTI,M
10306,REILLY'S,F
10473,BULLY,M
10305,DYLAN,M
11377,OTHELLO,M
10034,COBY,M
10025,SAMSON,M
11364,LILY,F
11356,DUDLEY,M
10312,BELLA,F
11201,PENNY,F
10026,MIA,F
10036,BAILEY,M
10305,POKEY,M
10305,PRUDENCE,F
10025,JONAH,M
11221,OMEGA,M
11221,ALFIE,F
10017,PEPPERS,M
10463,ALLY,F
11373,MINI,F
10031,SEBASJAN,M
11368,PRINCESS,F
10025,OLIVE,F
10306,BUDDY,M
10025,HILDEGARD,F
11209,BAXTER,M
10023,DESDEMONA,F
10007,GRACIE,F
11228,SNOWBALL,M
11211,MII-MA,F
11215,ZIM,M
10310,CODY,M
10306,GIZMO,M
11219,RICKY,M
11220,LOLA,F
10309,SKIPPY,M
10303,AYO,F
11385,MAXIMILLIAN,M
10310,SAMSON,M
10024,ELWAY,M
10305,JADIE,F
11235,HONEY,F
10011,RUBY,F
11215,BAILEY,F
10033,KYLIE,F
10013,BRUNO,M
10044,SAMMY,M
11223,COCO,F
11217,CECI,F
10312,MITZI,F
10025,PETE,M
10301,ABBI,F
10305,MAX,M
10025,LUCY,F
10308,TYSON,M
10309,EDGE,M
11214,SPARKY,M
11238,WIKI,F
10013,MAKENA,F
11102,CODY,M
11102,ROSIE,F
10021,NIKO,M
10305,TOBY,M
10032,CHIQUITO,M
10306,PHOENIX,M
10314,BOSCOE,M
10314,CHLOE,F
11357,ANGEL,F
11365,MOSES,M
10128,GINGERBREA,M
10019,MAX,M
10016,NIKO,M
11213,ALFONSO,M
10314,MOLLIE,F
11421,BRANDY,F
10036,CESAR,M
11428,CASINO,M
10024,PATRICK,M
10013,SHEBA,F
10024,OTTO,M
10040,KEEYO,M
11102,SPENCER,M
11102,ZEUS,M
10014,SYLVIA,F
10028,FREYA,F
10465,IZZY,F
10012,DIEGO,M
10034,JACQUES,M
10468,MILLER,M
10456,SQUEEK,M
10021,TIBERIUS,M
10453,FURBY,M
10306,SHORTY,M
11204,COCO,F
10028,HENRY,M
11217,PANCHO,M
11201,BEBA,F
10314,SNICKERS,M
11692,PHILLIP,M
10304,PRINCESS,F
10009,COLETTE,F
10308,MEADOW,F
10014,PEPITO,M
10462,CHIQUITIA,F
11372,BAMBINO,M
11377,BENJI,M
10465,ISIS,F
10012,CHACO,M
11692,ARES,M
11215,COOKIE,F
10312,BUSTER,M
11428,BAILEY,M
11234,PUMPKIN,F
10037,MOCHA,F
10022,ROCKY,M
10314,MOON,F
10013,MOLLIE,F
10312,BETTY,F
10309,CAESAR,M
10306,TUCKER,M
10011,HOUDINI,F
11222,ROSIE,F
10456,PIP,M
10014,FRAN,F
11360,JUB-JUB,F
11220,BUBBLES,F
10128,FOXY,F
10128,GIZMO,M
11204,DUI,M
11201,OLIVER,M
10308,LOLA,F
10309,SOPHIE,F
10312,MOZART,M
10309,WHISPER,F
10310,RALPH,M
11210,AMY,F
11385,BRISA,F
11222,LOLA,F
10024,OLLIE,M
11234,CHANDLER,M
11694,GIZMO,M
11209,SHADOW,F
11209,MOLLY,F
11106,COCO,F
10312,OREO,F
10128,SCOOTER,F
11201,SODA,F
10463,RUBY,F
10451,SAM,M
10025,TOGO,F
11221,SILVER,M
11416,JUICY,F
11228,SUSHI,M
10452,LOLA,F
10012,CHEWY,M
10027,DECEMBER,F
11377,CHAPLIN,M
10026,MILO,M
10312,NICO,M
11385,LOU,M
11214,ANGELA,F
11357,ICHABOD,M
10024,ERNESTO,M
10314,PEBBLES,F
11364,SOPHIE,F
10009,PRINCESS,F
10307,TOBY,M
11228,TINKERBELL,F
10128,LUPE,F
10031,RANDY,M
10282,PJ,M
11429,MARANGELI,F
11207,BEAR,M
10305,FREELES,M
10023,DIAMOND,F
10128,CLOVER,F
11378,NICKY,F
11372,DENIM,M
11372,BRANDON,M
11356,SANDY,F
10312,MOLLY,F
11105,MOLLY,F
11201,POLO,M
11201,RUGBY,M
10011,NORTH,M
10024,JAKE,M
11249,COOLICA,M
11375,JACK,M
11217,DJANGO,M
10128,PRINCE,M
10314,HANDY,M
10463,TAZ,M
11358,COCO,M
10314,LUCY,F
11365,SERA,F
10021,LEXA,F
11354,PINTO,M
11372,SNOWY,M
10461,CABOT,M
11374,CASPAR,M
11426,AIDAN,M
10011,IZZABELLA,F
10024,CECILIA,F
11228,COCO,F
11364,TOBY,M
10303,BUSTER,M
11385,DIXIE,F
10473,KIWI,M
10036,SING,M
11427,TINA,F
11101,OSCAR,M
10314,SAMMY,M
10030,TOASTY,M
10466,BRIER,M
10013,BACI,M
11215,MORRIS,F
10025,MIA,F
11229,JASPER,M
10001,PEANUT,F
10019,SUMMER,F
11418,CHICA,F
10029,XANADU,M
10301,FOXY,F
11215,LUTHER,M
11234,KELLI,F
11426,REMY,F
11426,HERSHEY,F
11378,BRYN,F
11414,COCO,F
10016,SAMSON,M
10011,HERBIE,M
10036,HOLLIDAY,F
11357,JAMO,M
10014,KITSU,M
11231,COCO,F
11377,BABY,M
11365,LEX,M
11106,MIKEY,M
11378,SKIP,M
10009,NELL,F
11377,WONGWONG,F
10022,ARTHUR,M
11237,BRADLEY,M
10013,DUKE,M
10029,MAX,M
11207,HERA,F
11434,NYA,F
10039,SANYA,F
10455,LADY,F
11229,GIZMO,M
11211,ROWDY,M
10025,COCO,F
11219,APPLE,M
10464,SPENCER,M
11104,BUDDY,M
11385,YODA,M
10025,ARGUS,M
10468,MISSY,F
11427,GINGER,F
10011,SAMMY,M
11211,LUCKY,M
11223,SNOOPY,M
10306,JAZMINE,F
10306,BIG,M
10003,KUMA,M
11411,ZUMA,F
11105,DAKOTA,F
10463,HOLLY,F
10004,APRIL,F
10304,NIKKIE,F
10009,HARMONY,F
11232,JOLLY,F
10312,BINDI,F
11358,BOXIE,M
10461,DIAMOND,F
10457,ANGIE,F
10461,ROGER,M
11355,LOUIE,M
10310,LILO,M
11212,SAMSON,M
11229,MANDY,F
10451,GAGE,M
10463,LITTLE,F
10306,BENJI,M
11104,MONTANA,M
11385,ZASHA,F
11235,DAKOTA,F
10013,LAYLA,F
10310,COACH,M
11222,ROCKY,M
10128,MAX,M
10473,DUSH,M
11217,WILSON,M
11217,MOLLY,F
10040,BETTE,F
10306,CHLOE,F
11223,BEAUTY,F
11223,CHAMPION,M
10309,BELLA,F
10009,RUBY,F
10009,BRUTUS,M
10458,MAMACITA,F
10472,ROCKY,M
10470,MISSY,F
11377,CHLOE,F
10468,DIAMOND,M
10024,CLANCY,M
11229,OSCAR,M
10302,MISSY,F
10463,TOMMY,M
10128,MURPHY,M
10011,SAILOR,F
10306,RICKY,M
11206,BOSCO,M
11231,COCO,F
10027,ROCKY,M
10451,JOHNNY,M
10312,WINSTON,M
10301,SCOOTER,M
10461,BROWNIE,F
11385,BETSY,F
11228,PRINCE,M
10452,LALO,M
11228,TEDDY,M
10028,SAM,M
11435,SPARKEY,M
10027,SNICKERDOODLE,F
10021,A.J.,M
11231,PRINCESS,F
10035,NICK,M
11238,MAYA,F
11231,ROCKY,M
10301,STATEN,F
10451,JACKIE,F
11203,LIL,F
10128,TOBY,M
10308,LUNA,F
11414,ROSCOE,M
10014,POGO,M
11215,KIBBETH,M
10029,OLIVE,F
10128,MISHANNA,F
10010,COCO,F
10024,LUKE,M
10314,FREDERICK,M
11211,BUGSY,M
10471,FLUFFY,M
10021,ELKE-HEIDE,F
11104,RORY,F
10306,SHADOW,M
11204,PEANUT,M
11218,EMMY,F
11211,RILEY,M
10451,SCORPIA,F
11357,CODY,M
11105,JOPLIN,F
10461,LUCKY,M
10025,MIRA,F
10304,DUKE,M
11428,AKIRA,F
10025,HAZEL,F
11368,CARAMELO,M
11206,RICHIE,M
10010,RUBY,F
11223,PRINCE,M
10458,NUBE,M
10461,COCOA,F
10035,TABITHA,F
11218,LUNA,F
10025,GEORGIA,F
10011,LOLA,F
11358,COCO,F
11379,SUNNY,M
11220,MICKEY,M
11201,ELLA,F
11234,BELLA,F
11209,MIA,F
10303,ABBY,F
10304,LIBERTY,F
10465,ZOE,F
10462,SOPHIA,F
10021,SUKI,F
10308,DOLCE,M
10021,TYSON,M
10314,LUCY,F
10473,GIANNA,F
10305,PEBBLES,F
10038,ADELE,F
10301,DIESEL,M
10304,BLAISEY,F
11215,HUCKLEBERRY,M
10024,PANDA,M
11237,MJ,M
11216,MARY,F
10312,MR.BUSTER,M
10128,PEYTON,F
11229,COOKIE,F
11201,ALEXANDER,M
11418,LEO,M
11365,DIXIE,F
10309,RAZOR,M
10459,BACI,M
10312,KISS,F
11364,PANDA,M
11427,COCO,F
11220,ALFIE,M
11415,WINNIE,F
10469,NENA,F
10462,GINGER,F
11214,OREO,M
10011,FIGARO,M
10307,BUDDY,
11421,GIL,F
11360,HOLLY,F
11365,CODY,M
11385,KOKO,M
10473,RICO,M
11360,BELLA,F
11204,DANTE,M
10282,SAMMI,M
10037,COCO,F
10473,BUTTONS,F
10308,RICHIE,M
10025,MOLLY,F
11229,NICOLETTE,F
10314,KRYSTAL,F
11101,FOXY,F
10471,KENJI,M
11229,MIKA,F
10014,FAIRLIGHT,F
11209,ALEX,M
11229,FRED,M
11216,TOMMY,M
10308,KNUTE,M
11421,CINDERFELA,M
10303,JESSE,M
11215,DOMINO,F
10462,CYTHIA,F
10305,LUCKY,F
11433,EGYPT,F
10454,KIKI,F
10304,TIGER,M
10312,LUCKYE,F
11234,BAM,M
11211,LOLA,F
10469,ROCKY,M
11238,UNA,F
11222,SIR,M
11229,KOKO,F
11203,ROXY,F
11374,BERNIE,M
10462,BABY,M
11426,BROWNIE,M
10314,HONEY,F
11209,BOOMER,M
11105,PICCO,M
10011,CHESTER,M
10308,ROCKY,M
10010,CHANEL,F
11103,DIAMOND,F
10033,MAC,M
11365,RUFUS,M
10457,CASIQUE,M
11218,DJANGO,M
10023,RUBY,F
11229,HAYLEY,F
11222,MORGAN,M
11234,BROWNIE,M
11215,SORA,F
10022,ANNA,F
11229,MOLLY-LOUI,F
11377,KOY,M
10022,BEAR,M
11375,MATTY,M
11235,PEANUT,M
11229,PIPER,F
10312,NINA,F
10024,G,F
10305,ROXIE,F
10307,SARGENT,M
11220,BAILEY,M
11223,CARSON,M
11105,NU,F
10467,VULCAN,M
10016,JAX,M
11357,LOUIE,M
10024,SCOUT,F
10473,SCRILLA,M
11385,BUDDY,M
11201,REGGIE,M
10009,JADE,F
10009,RAFFY,M
10040,OREO,M
10456,ODIE,M
10469,SHAGGY,M
11234,BUDDY,M
11229,CLEOPETHER,F
10305,COMET,F
10312,MAXIMUS,M
10305,LOLA,F
11435,RANGER,M
10017,WINSTON,M
10307,COCO,M
10471,SANTO,M
11691,SIR,M
10036,JOY-ANNE,F
10029,DAISY,F
10306,IKE,M
11218,CHEVY,M
10465,GRACIE,F
11230,HARRY,M
10306,OLIVER,M
10308,CONAN,M
10021,ANDERSON,M
11355,BEI,F
11214,BENJIE,M
11204,THEO,M
11375,ROMEO,M
11694,BUTTERCUP,F
11217,BREE,F
11374,ROSE,F
10025,CASHMERE,M
11217,OLLIE,M
11217,MISSY,F
11205,FRANNIE,F
11232,SISI,F
10461,LUCY,F
11209,EERIE,F
11361,LUCKY,M
11215,SIMON,M
10003,CHARLIE,M
11218,UNI,M
10025,GINA,F
10028,LUCKY,M
10314,VADER,M
10461,NAME NOT PROVIDED,F
10472,TIMOTHY,M
10023,ROSIE,F
11201,BAILEY,M
10028,FENWAY,M
11224,SNAP,M
11415,PHOENIX,M
11106,PEPSI,F
11215,MAZEL,F
11377,SHEA,M
10308,SNOW,F
10312,MAGGIE,F
10280,SIMBA,M
10031,PRINCESS,F
11231,TOBI,F
11385,STELLA,F
11421,MESKA,M
11354,MAX,M
11212,SHAGGY,M
11205,PONCHO,M
10452,AMBER,F
10017,OTIE,M
10128,DIXIE,F
10009,FRIGG,F
11231,SYDNY,F
11228,TOBY,M
10022,GIDGET,F
10030,TIGGER,M
11201,GIUSEPPE,M
11415,MEELU,F
11435,LULU,F
11693,TOBY,M
10306,FANYA,F
10455,NATE,M
11378,ALI,M
11374,MICKEY,M
11232,PRINCESS,F
10011,BOBWAY,M
10011,ZIM,F
11211,MOLLY,F
11104,DAISY,F
10001,JOY,F
11694,BABE,F
10128,LEYLA,F
10028,TONKA,M
10312,MAX,M
10029,PRECIOUS,F
10019,CHIBBIE,M
10310,JASPER,M
11223,BRIGHT,F
11223,APRIL,F
10467,KILLA,M
11378,BAILEY,F
11378,SHADOW,M
11234,SELA,F
11209,SNICKERS,M
10024,CLOUDY,M
10465,BAXTER,M
11101,PIA,F
10036,NATASHA,F
10009,BIRDIE,M
10463,CARAIGH,F
10463,ZOE,F
10314,FUDGE,M
10040,DORA,F
11234,BUSTER,M
10028,TAZ,M
10019,JADE,M
10027,SPINNIE,M
11692,ROCKY,M
10305,BABY,F
10035,WILLOW,M
11230,NAME,F
10469,ANNA,F
10001,KOA,M
10010,FRANCINE,F
11354,MAXY,M
10020,NICOLETTE,F
10467,NICKY,M
10306,BAXTER,M
10306,MOLLY,F
10038,LUCKY,M
11354,JJUJJU,F
11358,MINKY,F
10019,CHICHI,M
11370,CODY,M
10128,BUNNY,F
11373,JENNY,F
11372,BUDDY,M
11364,SHAKIRA,F
11427,QUINCEY,F
11215,JOKO,M
10314,CASEY,F
11236,LUCKY,M
10460,BRUCE,M
11229,NAME NOT PROVIDED,M
10471,SADIE,F
10468,WELLES,F
11231,FRANKIE,F
10028,RANDALL,M
11222,SPANKY,M
11373,CYRUS,M
10312,SASHA,F
10025,PHOEBE,F
10038,ZOE,F
11420,PRINCESS,F
11422,PRINCE,M
10461,MAGGIE,F
10473,NIKO,M
10016,SAMMY,M
11354,HOWIE,M
11378,VITO,M
11378,ROCCO,M
10460,SIMON,M
10460,CHAZ,M
10128,BELLA,F
11420,BULL-LEE,M
10011,AUDI,M
10453,DOUGLAS,M
10033,PHANTOOSH,M
10303,PETEY,M
11230,JACKSON,M
10023,JASPER,M
10462,JULIE/BECK,F
10023,WINSTON,M
10473,RUSTY,M
11209,AUDREY,F
11378,GINGER,F
11364,FRANCIS,M
11220,TOBI,M
10023,MUGU,M
10011,SEAMUS,M
10312,VINCENT,M
10309,LULU,F
10314,NORA,F
10305,OLIVER,M
10024,DASH,M
10301,FLOPSY,F
10022,JIMMY,M
11379,CHLOE,F
10002,CHARLIE,M
10309,LUCKY,M
11379,CREEPER,M
10467,KOBE,M
10003,COOPER,M
10310,WALNUT,M
10022,MAKI,F
11375,LUCY,F
10452,TOBY,M
11219,POLO,M
10014,ZEUS,M
11357,VALENTINA,F
11362,MADDI,F
11374,SWITEE,F
11361,CHOCO,M
10459,BENJI,M
10465,HALLIE,F
11435,MEDALLO,M
11369,KUSHPO,M
11228,MINNIE,F
11218,STELLA,F
10025,DEXTER,M
11230,CINNAMON,F
10452,NINA,F
11375,HUNTER,M
10306,STORM,F
10017,COCO,M
10314,TRIXIE,F
10025,APRIL,F
11214,JA,F
11201,NIP,F
10465,LEE-O,M
10465,MICKY,M
11372,GIDIAN,M
10011,MAX,M
11104,CHULA,F
11428,LEXI,F
11238,LOMI,F
10463,ANGEL,F
10034,REX,M
11364,SASHA,F
11229,TOBY,M
11214,MOLLY,F
10314,PUMKIN,F
11223,Q,M
11365,SPIKE,M
10461,CHAMPAGNE,F
10302,JEFFERSON,M
11365,BUSTER,M
10028,REESE,F
10040,TONYA,F
11229,BROOKLYN,M
10023,HENRY,M
10025,ODILEE,F
10016,BUNNY,F
10128,LILY,F
10306,JAKE,M
10128,ZIPPY,F
10024,GOMEZ,M
11224,LUCY,F
10469,LUCA,M
11385,BELLA,F
10461,CJ,F
11375,LYLA,F
10312,BELLA,F
10009,ANUBIS,F
10002,KINGSTON,M
11221,GRINGO,M
10025,EMMA,F
10029,JERSEY,F
10009,OTTO,M
11360,SIMON,M
10022,SAFFIE,F
10309,BAMBI,M
10306,JAKE,M
11231,CINNAMON,F
11420,SLIM,M
11420,MILO,M
10030,NINA,F
11212,TINKERBELLE,F
10469,MARCO,M
11211,MANGO,M
11220,SOPHIE,F
10006,SPENCER,M
10036,MILES,M
11694,NEO,M
11423,MAX,M
10022,BREAUX,M
10463,JAMESON,M
10308,LILLY,F
10021,BELLA,F
11211,MAXWELL,M
10003,RIPLEY,F
10003,ROXANNE,F
11209,BARNEY,M
11209,WHITNEY,F
11209,MAMBO,M
11693,MISSY,F
11215,KOA,F
10307,GINGER,F
11210,THEODORE,M
11378,APOLLO,M
11377,MOLLY,F
10282,REGGIE,M
11207,GUS,M
11207,SNUFFY,M
11218,SEAN,M
10034,SUNNY,F
10306,MAYA,F
10473,NEIMO,M
10024,PENNY,F
11370,SANDY,F
10011,WILLOW,F
10011,JIMMY,M
11106,HANNAH,F
10032,LUCKY,M
11231,JAFFA,F
10459,MAUI,M
10029,CHICO,M
10306,GINGER,F
10002,SNUFFY,M
11693,TIA,F
10460,NENA,F
10460,PAPI,M
10310,PHOEBE,F
11205,DENZEL,M
10128,RUSTY,M
11209,CHUCK,M
11229,HYDRO-TURF,M
11374,GRACIE,F
10033,BUDDY,M
11215,REGGIE,M
11201,ELLIE,F
10040,IZZY,M
11358,HEATHER,F
11379,CHARLIE,M
10025,SCOUT,F
11201,ALVAR,M
10308,LUCKY,M
11370,BELLA,F
11212,CORONA,F
11224,COCA,M
11357,FRED,M
11357,BAILEY,F
10309,BISCUIT,M
10019,BKUNO,M
11220,HONEYBUN((HOLIDAY),F
11234,PAPI,M
11372,ANNIE,F
11360,RUBY,F
10012,NERA,F
11235,TIGER,M
11423,ROCKY,M
11213,RUFFIAN,M
11213,CHOCOLATE,M
11238,ROMAN,M
11238,ROGER,M
10308,LADY,F
11230,IVANKA,F
11694,KATIE,F
11375,MUGSY,M
10314,CHULENT,F
10128,DA,M
11413,JAX,M
11355,LOLITA,F
10024,BEAU,M
11234,BELLA,F
11211,CLEMENTINE,F
11418,RUSTY,M
10463,LULU,F
11223,MOLLY,F
11215,SOFI,F
10128,PHOEBEROSE,F
10038,BANJO,M
10301,DUSTY,M
11357,JESSIE,F
11412,SHOCKIE,M
11435,ROSIE,F
11362,SUMMER,F
10301,SHANTI,F
11369,TINKERBELL,F
10029,BELLA,F
11413,MARCO,M
10307,KALEIGH,F
11215,OKEI,M
11231,DAISY,F
11231,ANGEL,F
10031,SPARKY,M
11378,CASEY,M
10023,RUFUS,M
10012,IZZY,M
11212,KIKYO,F
10028,BELLA,F
10009,MUSHIE,M
11372,CHARLIE,M
11235,TUZIK,M
11229,DEE,M
10021,MILES,M
11366,LEILA,F
10025,BOOM,M
11357,SUGAR,F
11377,TICO,M
10308,RASCAL,M
11201,ROMEO,M
10028,GRACIE,F
11230,BERT,M
10312,PRETZEL,M
10455,BABY,F
11228,OAKLEY,M
10463,PETER,M
11201,TRIXIE,F
10040,ZARO,M
11201,BUSTER,M
